-1.050544,0.000562,0.000000
-1.016756,0.000548,0.000000
-1.043242,0.000556,0.000000
-1.083037,0.000573,0.000000
-1.048999,0.000557,0.000000
-1.025057,0.000547,0.000000
-1.056083,0.000559,0.000000
-1.029353,0.000546,0.000000
-1.046157,0.000552,0.000000
-1.017395,0.000540,0.000000
-1.040891,0.000548,0.000000
-1.072449,0.000560,0.000000
-1.026923,0.000541,0.000000
-1.020211,0.000539,0.000000
-1.010419,0.000536,0.000000
-1.077257,0.000560,0.000000
-1.057977,0.000553,0.000000
-1.026757,0.000541,0.000000
-1.013626,0.000531,0.000000
-1.044877,0.000546,0.000000
-1.006895,0.000529,0.000000
-1.026844,0.000538,0.000000
-1.036846,0.000541,0.000000
-1.039320,0.000545,0.000000
-1.012900,0.000530,0.000000
-1.014732,0.000530,0.000000
-1.054688,0.000546,0.000000
-1.071028,0.000551,0.000000
-1.054795,0.000543,0.000000
-1.071963,0.000549,0.000000
-1.013968,0.000527,0.000000
-1.013807,0.000528,0.000000
-1.000512,0.000523,0.000000
-0.994641,0.000520,0.000000
-1.029416,0.000530,0.000000
-1.028202,0.000530,0.000000
-1.028574,0.000529,0.000000
-1.024472,0.000530,0.000000
-1.043962,0.000535,0.000000
-1.015740,0.000520,0.000000
-1.034050,0.000531,0.000000
-1.022491,0.000524,0.000000
-1.029408,0.000529,0.000000
-1.045261,0.000535,0.000000
-1.009976,0.000519,0.000000
-1.020859,0.000524,0.000000
-1.035920,0.000531,0.000000
-1.004747,0.000518,0.000000
-1.011686,0.000518,0.000000
-1.011821,0.000520,0.000000
-1.000520,0.000514,0.000000
-1.020239,0.000520,0.000000
-0.972902,0.000500,0.000000
-1.025771,0.000523,0.000000
-0.997782,0.000511,0.000000
-1.030352,0.000522,0.000000
-0.990068,0.000506,0.000000
-0.992550,0.000507,0.000000
-1.038420,0.000525,0.000000
-1.007938,0.000514,0.000000
-1.008103,0.000512,0.000000
-0.991245,0.000509,0.000000
-1.030140,0.000520,0.000000
-1.026960,0.000521,0.000000
-1.018726,0.000512,0.000000
